Email,Active
GonzalesClaire@Vitol.org,1
SandersLayla@ChinaNationalOffshoreOilCorporation.org,1
MorrisAdrianna@AgriculturalBankofChina.org,1
WhiteGenesis@Walmart.org,1
GutierrezElijah@Walmart.org,0
BrooksKathryn@StateGridCorporationofChina.org,0
CooperKatie@Uniper.org,1
FosterLucas@IndustrialandCommercialBankofChina.org,1
BakerJade@MitsubishiGroup.org,1
ChavezSamantha@Costco.org,1
RogersCourtney@Shell.org,1
HillCristian@Baowu.org,1
BrownSamantha@MarathonPetroleum.org,1
BrooksAshlyn@ChinaNationalOffshoreOilCorporation.org,1
LeeLucy@Stellantis.org,1
MartinKaden@ChinaRailwayConstructionCorporation.org,1
BakerSabrina@AmerisourceBergen.org,1
DiazEllie@Trafigura.org,1
HowardErick@ValeroEnergy.org,1
ScottTrevor@ChinaPetrochemicalCorporation.org,1
RossBraden@CVSHealth.org,1
KimLuke@Gazprom.org,1
RodriguezBenjamin@McKesson.org,1
WatsonLeonardo@Walmart.org,1
LewisBlake@Shell.org,1
HallCollin@ChinaConstructionBank.org,1
StewartBailey@ValeroEnergy.org,1
WhiteSean@Mercedes-BenzGroup.org,0
DavisAngela@Glencore.org,1
YoungCamila@ChinaRailwayEngineeringCorporation.org,1
CollinsCassidy@MarathonPetroleum.org,1
MillerAlexander@Toyota.org,1
ScottTravis@PingAnInsurance.org,1
CampbellFernando@MitsubishiGroup.org,1
SandersJeremiah@StateGridCorporationofChina.org,1
BrownAlexia@Chevron.org,1
HarrisSabrina@ExxonMobil.org,1
MooreRaymond@Foxconn.org,1
HernandezNaomi@Microsoft.org,1
GutierrezMackenzie@Uniper.org,1
RobertsSkylar@Walmart.org,1
NguyenMalachi@AmerisourceBergen.org,1
AndersonMolly@ChinaStateConstructionEngineering.org,0
CollinsKylie@BP.org,1
DavisIvan@Cigna.org,1
ParkerDakota@Foxconn.org,1
AdamsHunter@ChinaStateConstructionEngineering.org,1
RogersEmily@CVSHealth.org,1
KellyCheyenne@AgriculturalBankofChina.org,1
LongAlexa@CVSHealth.org,1
ThomasChristina@CardinalHealth.org,1
CollinsEvan@ChinaConstructionBank.org,1
HarrisXavier@ExxonMobil.org,1
BrownJuliana@Alphabet.org,1
GraySkylar@Stellantis.org,1
HallMakenzie@Foxconn.org,1
CoxAutumn@ChinaRailwayEngineeringCorporation.org,1
CookEvan@UnitedHealthGroup.org,1
NguyenKyle@SchwarzGruppe.org,1
BrooksWyatt@Uniper.org,1
RamosOlivia@ExxonMobil.org,0
YoungNoah@SchwarzGruppe.org,1
KellyJacqueline@CVSHealth.org,1
GreenDelaney@ValeroEnergy.org,1
LewisJulian@Shell.org,1
ClarkJake@TotalEnergies.org,1
SanchezVincent@Cigna.org,1
SmithLucy@Cigna.org,1
CoxLiliana@AmerisourceBergen.org,1
MyersJuliana@ValeroEnergy.org,1
JonesPaige@Mercedes-BenzGroup.org,0
WalkerBrayden@IndustrialandCommercialBankofChina.org,1
WatsonEmma@Vitol.org,1
MartinezCole@Foxconn.org,1
PatelBrooklyn@Cigna.org,1
WilliamsLandon@CVSHealth.org,1
LopezBrady@Foxconn.org,1
PhillipsJennifer@BP.org,1
HowardFernando@Apple.org,1
ClarkCharlotte@Apple.org,0
DavisRaymond@MarathonPetroleum.org,1
ParkerLeonardo@PingAnInsurance.org,1
TaylorGiovanni@CardinalHealth.org,1
ReyesEmmanuel@Amazon.org,1
GutierrezDakota@Amazon.org,0
ReyesSkylar@CardinalHealth.org,1
LongMorgan@StateGridCorporationofChina.org,1
YoungKatie@MitsubishiGroup.org,1
PatelJeffrey@Phillips66.org,1
CruzEvelyn@BP.org,1
JohnsonCheyenne@VolkswagenGroup.org,0
SanchezTrevor@Mercedes-BenzGroup.org,1
CoxAlyssa@IndustrialandCommercialBankofChina.org,1
WoodMaxwell@Gazprom.org,1
HarrisJocelyn@ValeroEnergy.org,1
WilliamsMorgan@Foxconn.org,1
PerezSteven@Phillips66.org,1
JimenezHailey@MarathonPetroleum.org,1
SmithAdrianna@Walmart.org,1
MyersCaden@FordMotorCompany.org,1
WatsonMario@CVSHealth.org,1
RossElijah@AmerisourceBergen.org,1
CampbellNicholas@SaudiAramco.org,1
MoralesChristopher@Stellantis.org,1
CookAdrian@VolkswagenGroup.org,1
ScottFaith@McKesson.org,1
RogersFrancisco@Uniper.org,1
JonesSkylar@Alphabet.org,1
JohnsonOliver@Phillips66.org,1
SanchezMax@Cargill.org,0
TorresFaith@Trafigura.org,1
ThomasKelly@AmerisourceBergen.org,1
WalkerOmar@SchwarzGruppe.org,1
RossMarco@Gazprom.org,1
ClarkLeonardo@MitsubishiGroup.org,1
AndersonCaitlin@Chevron.org,0
RamirezRachel@AmerisourceBergen.org,1
MoralesAlexa@ChinaStateConstructionEngineering.org,1
JacksonAnthony@McKesson.org,1
ScottAdrian@Trafigura.org,1
MartinGage@Phillips66.org,1
CooperShelby@Uniper.org,1
MitchellHope@IndustrialandCommercialBankofChina.org,1
GonzalesAdam@McKesson.org,1
LeeCatherine@AgriculturalBankofChina.org,1
CollinsKimberly@Baowu.org,1
MyersEthan@Shell.org,1
HarrisAdrian@IndustrialandCommercialBankofChina.org,1
AllenMegan@Amazon.org,1
WrightMarco@Vitol.org,1
BennetMicah@AmerisourceBergen.org,1
LopezNicolas@AgriculturalBankofChina.org,1
AndersonCole@SchwarzGruppe.org,1
MyersMichael@Chevron.org,1
MartinAvery@AgriculturalBankofChina.org,1
ParkerMadelyn@AmerisourceBergen.org,1
PhillipsRicardo@VolkswagenGroup.org,1
AllenSerenity@Walmart.org,1
GonzalesAndres@ChinaPetrochemicalCorporation.org,1
HarrisAllison@Shell.org,1
BaileyGage@Uniper.org,1
RichardsonJorge@ChinaRailwayEngineeringCorporation.org,1
CookNatalie@ChinaRailwayEngineeringCorporation.org,1
GonzalesLauren@Foxconn.org,1
SandersMegan@Foxconn.org,1
RobertsHunter@Costco.org,1
RobertsEmmanuel@MarathonPetroleum.org,1
CooperOscar@Cigna.org,1
HughesIsabel@TotalEnergies.org,1
GomezKiara@SaudiAramco.org,1
HughesCristian@Cargill.org,1
HowardDonovan@Phillips66.org,1
MyersJalen@VolkswagenGroup.org,1
JamesAlana@Chevron.org,1
RamosPayton@FordMotorCompany.org,1
AndersonSkylar@Foxconn.org,1
ReyesCaitlin@SaudiAramco.org,1
CollinsAngela@Walmart.org,1
AndersonGrant@McKesson.org,1
OrtizTrinity@Glencore.org,1
WoodAlex@IndustrialandCommercialBankofChina.org,1
WhiteAaliyah@IndustrialandCommercialBankofChina.org,1
WoodAshley@Foxconn.org,1
MorganJoshua@SamsungElectronics.org,1
GonzalesPeter@ChinaNationalOffshoreOilCorporation.org,1
RamosAlexandria@Cigna.org,1
RuizErik@Mercedes-BenzGroup.org,0
WoodKaleb@Gazprom.org,1
KingAlondra@BerkshireHathaway.org,1
MartinezAnna@Vitol.org,1
SmithZachary@Glencore.org,1
MartinezPaul@SchwarzGruppe.org,1
ThomasEdward@Stellantis.org,1
WatsonJosiah@Apple.org,0
ChavezMiguel@Mercedes-BenzGroup.org,1
WrightRicardo@MarathonPetroleum.org,1
SmithHannah@StateGridCorporationofChina.org,1
FosterKylee@ChinaRailwayEngineeringCorporation.org,1
MendozaRachel@Amazon.org,1
MartinMadeline@MarathonPetroleum.org,1
RamosErica@Uniper.org,1
MurphyIsaac@PingAnInsurance.org,1
LongAidan@Shell.org,1
WhiteJeffrey@UnitedHealthGroup.org,1
HughesAustin@Foxconn.org,1
ClarkElijah@Cigna.org,1
WoodZoe@PingAnInsurance.org,1
LopezWesley@Foxconn.org,1
WalkerIsaiah@Microsoft.org,1
YoungConner@SaudiAramco.org,1
RossKaylee@BP.org,1
ThompsonDaniel@Trafigura.org,1
RuizGrant@Gazprom.org,1
MartinezSofia@VolkswagenGroup.org,1
OrtizSamuel@ChinaNationalPetroleumCorporation.org,1
MoralesDaniel@SchwarzGruppe.org,0
AdamsClaire@Microsoft.org,1
RichardsonSergio@Mercedes-BenzGroup.org,1
HernandezSierra@Phillips66.org,1
RobinsonAlyssa@Gazprom.org,1
RichardsonCooper@Glencore.org,1
JohnsonRylee@AgriculturalBankofChina.org,1
KimCameron@Stellantis.org,1
RichardsonCassidy@Shell.org,1
PriceTravis@SchwarzGruppe.org,1
TaylorCesar@Toyota.org,1
PriceKatie@Phillips66.org,1
GutierrezNatalie@Amazon.org,1
CooperLevi@MitsubishiGroup.org,1
WatsonDerek@Stellantis.org,1
YoungStephanie@Toyota.org,1
RichardsonOscar@ChinaConstructionBank.org,1
LewisClaire@ChinaRailwayEngineeringCorporation.org,0
JamesIsaiah@Apple.org,1
MartinezAlana@Baowu.org,1
HarrisNathaniel@ExxonMobil.org,1
AllenMarissa@Foxconn.org,1
HernandezNoah@Stellantis.org,1
AndersonAdriana@ChinaNationalPetroleumCorporation.org,1
KingShawn@Glencore.org,1
RogersSeth@MarathonPetroleum.org,1
WhiteEdwin@ChinaNationalOffshoreOilCorporation.org,1
RossSteven@SchwarzGruppe.org,1
ScottHector@BP.org,1
PhillipsJesse@MarathonPetroleum.org,0
SanchezMya@Sinochem.org,1
SmithAnna@Glencore.org,1
StewartAlexia@UnitedHealthGroup.org,1
RamirezAmanda@ChinaRailwayConstructionCorporation.org,1
RamirezMadison@Costco.org,1
HughesAdam@ChinaNationalPetroleumCorporation.org,1
EvansMegan@MitsubishiGroup.org,1
LopezGenesis@Uniper.org,1
JacksonMadeline@SaudiAramco.org,1
MorrisTravis@SaudiAramco.org,1
RobertsJordan@UnitedHealthGroup.org,1
WatsonElijah@VolkswagenGroup.org,1
TaylorKennedy@AgriculturalBankofChina.org,1
SanchezElias@Cargill.org,1
MartinezKylee@StateGridCorporationofChina.org,0
WatsonNathaniel@Alphabet.org,1
BennetLuis@BerkshireHathaway.org,1
ReedMarco@Sinochem.org,1
KimAlejandro@Costco.org,1
RodriguezHope@McKesson.org,1
KingSergio@ChinaRailwayEngineeringCorporation.org,1
CooperAva@VolkswagenGroup.org,0
JacksonWesley@Walmart.org,1
RichardsonIan@PingAnInsurance.org,1
PetersonAdriana@CVSHealth.org,1
CollinsKatherine@Alphabet.org,1
JohnsonArianna@ChinaRailwayEngineeringCorporation.org,1
MoralesKelly@Stellantis.org,1
AllenJavier@Phillips66.org,1
RobertsKiara@Cargill.org,1
SanchezAlondra@Alphabet.org,1
JacksonGianna@Walmart.org,1
ThomasNatalie@ChinaConstructionBank.org,1
HernandezJoshua@FordMotorCompany.org,1
TurnerNicholas@CVSHealth.org,1
HillJasmin@ChinaStateConstructionEngineering.org,1
ThomasBraden@AmerisourceBergen.org,1
MoralesAdam@Apple.org,1
GreenThomas@AmerisourceBergen.org,1
FosterNoah@Gazprom.org,1
HallSkylar@FordMotorCompany.org,0
PhillipsEvelyn@PingAnInsurance.org,1
ClarkDevon@Stellantis.org,1
CookMya@ChinaConstructionBank.org,1
BrooksDominic@Foxconn.org,1
JamesTrinity@ChinaNationalPetroleumCorporation.org,1
RobinsonEmmanuel@Cargill.org,1
CastilloKaren@Foxconn.org,1
RuizDonovan@ChinaConstructionBank.org,0
GreenAdrianna@Baowu.org,1
EdwardsAlexia@MitsubishiGroup.org,1
AdamsDanielle@Uniper.org,1
AlvarezGavin@PingAnInsurance.org,1
SmithLauren@StateGridCorporationofChina.org,1
ParkerElizabeth@Trafigura.org,1
ScottAlan@ValeroEnergy.org,1
BaileyLandon@UnitedHealthGroup.org,1
JonesKate@ChinaRailwayEngineeringCorporation.org,0
MyersTiffany@AgriculturalBankofChina.org,1
GonzalesHector@MarathonPetroleum.org,1
CastilloPeter@AmerisourceBergen.org,1
AndersonCristian@Phillips66.org,1
StewartJenna@Gazprom.org,1
KingAlondra@Mercedes-BenzGroup.org,1
MorganAngelina@Glencore.org,1
CarterJonah@SchwarzGruppe.org,1
JohnsonMary@ChinaNationalOffshoreOilCorporation.org,1
DiazShane@ChinaRailwayEngineeringCorporation.org,1
PriceKendall@TotalEnergies.org,1
RamirezTrevor@ValeroEnergy.org,1
JamesVictoria@ChinaPetrochemicalCorporation.org,1
BennetAvery@Toyota.org,1
HarrisBriana@Costco.org,1
RobertsKennedy@Cargill.org,1
DavisIsabelle@Shell.org,0
BakerJeremiah@Toyota.org,1
PetersonJeffrey@StateGridCorporationofChina.org,1
RogersAntonio@Cigna.org,1
OrtizSebastian@Cigna.org,1
MorganPreston@ChinaConstructionBank.org,1
MartinAngel@Sinochem.org,1
HarrisSebastian@Cargill.org,1
PatelSergio@Costco.org,1
RuizCristian@Amazon.org,1
FosterJose@Foxconn.org,1
SandersGarrett@Baowu.org,1
SmithLandon@SaudiAramco.org,1
RamosPatrick@Apple.org,1
GomezTimothy@Chevron.org,1
DiazAubrey@StateGridCorporationofChina.org,1
JamesAna@Toyota.org,1
CookEric@Amazon.org,1
WrightCollin@StateGridCorporationofChina.org,1
MoralesGage@Trafigura.org,1
GonzalesLeah@Cigna.org,1
KellyBrady@Gazprom.org,1
CollinsLevi@ChinaNationalPetroleumCorporation.org,1
DavisAbraham@Mercedes-BenzGroup.org,1
WilliamsSteven@MarathonPetroleum.org,1
KingCollin@ChinaRailwayEngineeringCorporation.org,1
KellyLaura@MitsubishiGroup.org,1
FloresGiovanni@Amazon.org,1
MorrisGianna@ValeroEnergy.org,1
FloresBrian@SamsungElectronics.org,0
WrightCassandra@Uniper.org,1
AndersonJulian@Sinochem.org,1
GreenAubrey@Costco.org,1
MooreMaxwell@ChinaPetrochemicalCorporation.org,1
WrightAntonio@Costco.org,1
CollinsAlan@Vitol.org,1
WardDominic@Microsoft.org,1
WilsonWesley@ChinaStateConstructionEngineering.org,1
GreenNatalie@VolkswagenGroup.org,1
AdamsCole@MitsubishiGroup.org,1
JohnsonEvan@VolkswagenGroup.org,0
BaileyRylee@CVSHealth.org,0
PriceCameron@IndustrialandCommercialBankofChina.org,1
BaileyAmber@TotalEnergies.org,1
RobertsTrinity@Baowu.org,0
GreenMia@ChinaPetrochemicalCorporation.org,1
CookGenesis@FordMotorCompany.org,1
SanchezCarson@Baowu.org,1
TaylorHunter@Glencore.org,1
CruzAva@Microsoft.org,1
PriceMikayla@McKesson.org,1
RodriguezMackenzie@MarathonPetroleum.org,1
ScottDanielle@IndustrialandCommercialBankofChina.org,1
HowardJonathan@BerkshireHathaway.org,1
LopezAustin@CardinalHealth.org,1
BennetDiego@Walmart.org,1
JonesAnthony@ChinaPetrochemicalCorporation.org,0
DiazAshlyn@ValeroEnergy.org,1
RodriguezAudrey@ExxonMobil.org,0
BakerEdward@SaudiAramco.org,1
DavisOliver@SaudiAramco.org,1
JonesXavier@ExxonMobil.org,1
EvansEllie@SchwarzGruppe.org,0
NelsonMorgan@Uniper.org,0
BrooksAlex@Baowu.org,1
BaileyMicah@Stellantis.org,1
GonzalesMalachi@McKesson.org,1
GonzalesCassidy@AgriculturalBankofChina.org,1
MyersTrevor@Shell.org,1
JamesTiffany@McKesson.org,1
KimCrystal@CardinalHealth.org,1
MillerJoseph@AgriculturalBankofChina.org,1
HowardKylie@CVSHealth.org,1
ClarkBianca@Costco.org,1
SmithEthan@FordMotorCompany.org,1
RichardsonMicah@Microsoft.org,1
SandersOscar@ChinaRailwayConstructionCorporation.org,1
RossCharles@Trafigura.org,1
TorresPaige@Trafigura.org,1
PetersonAngelica@ChinaNationalOffshoreOilCorporation.org,1
RobertsAidan@Cigna.org,1
MorrisChristina@Chevron.org,1
BaileyAudrey@Stellantis.org,1
HarrisLayla@Walmart.org,1
ClarkKatie@Cargill.org,1
GonzalesGregory@AmerisourceBergen.org,1
RamirezAbby@CardinalHealth.org,1
CollinsLayla@Uniper.org,1
MyersJalen@SamsungElectronics.org,1
PriceCharlotte@Stellantis.org,1
DavisCassidy@ExxonMobil.org,1
BakerLindsey@ValeroEnergy.org,1
YoungCaitlin@Toyota.org,1
BrownGarrett@PingAnInsurance.org,1
ClarkAlondra@MarathonPetroleum.org,1
KellyCesar@Cigna.org,1
MillerMalachi@Glencore.org,1
KimHunter@Stellantis.org,1
CooperBrayden@ValeroEnergy.org,1
PatelSkylar@Glencore.org,1
HughesJavier@Microsoft.org,1
MurphyAlexander@ValeroEnergy.org,0
WilliamsZachary@MitsubishiGroup.org,1
JohnsonParker@UnitedHealthGroup.org,1
AllenJayla@AgriculturalBankofChina.org,0
GutierrezOmar@Mercedes-BenzGroup.org,1
NelsonKaitlyn@ChinaStateConstructionEngineering.org,1
HughesJayden@ChinaStateConstructionEngineering.org,1
BrooksEmily@AgriculturalBankofChina.org,1
WardIsabel@BerkshireHathaway.org,1
MoralesPeyton@PingAnInsurance.org,1
GreenDestiny@Uniper.org,1
DavisPatrick@ChinaRailwayEngineeringCorporation.org,0
RobinsonValeria@Stellantis.org,0
CarterKaden@TotalEnergies.org,1
RogersJeremiah@TotalEnergies.org,1
EdwardsSydney@Phillips66.org,1
MooreSerenity@CVSHealth.org,1
HallHunter@Chevron.org,0
RobertsAngela@UnitedHealthGroup.org,1
BennetHope@ChinaStateConstructionEngineering.org,1
ThomasHenry@Foxconn.org,1
MoralesBrooklyn@BerkshireHathaway.org,0
EvansJorge@ChinaStateConstructionEngineering.org,1
YoungAna@ValeroEnergy.org,1
RamosMarissa@Toyota.org,1
RodriguezVanessa@McKesson.org,0
RobertsCristian@Stellantis.org,1
HillAndrea@TotalEnergies.org,1
MartinezTanner@ChinaRailwayConstructionCorporation.org,1
ReedOlivia@StateGridCorporationofChina.org,1
JacksonHunter@Stellantis.org,1
HowardKaden@MitsubishiGroup.org,0
KimCassidy@Toyota.org,1
SanchezAlexia@Sinochem.org,1
WalkerMegan@ChinaNationalOffshoreOilCorporation.org,1
WatsonMelissa@Stellantis.org,1
RobertsAngelica@Alphabet.org,1
BaileyDanielle@McKesson.org,1
BrownVincent@BerkshireHathaway.org,1
MurphyAshley@ChinaRailwayConstructionCorporation.org,1
ClarkNathaniel@ChinaRailwayEngineeringCorporation.org,1
StewartTiffany@BP.org,1
WilsonJordyn@Mercedes-BenzGroup.org,1
HughesLaura@Cigna.org,1
RodriguezIsabella@Glencore.org,1
MartinAidan@ChinaConstructionBank.org,1
ReedJake@VolkswagenGroup.org,1
CruzAnna@CVSHealth.org,0
BrownMakenzie@McKesson.org,1
MitchellVincent@Cargill.org,1
PetersonJayden@Cigna.org,1
TurnerColin@SamsungElectronics.org,1
RogersDestiny@BerkshireHathaway.org,1
MooreIsaiah@ChinaConstructionBank.org,1
WatsonMartin@Gazprom.org,1
EdwardsJustin@TotalEnergies.org,1
BrooksIan@Baowu.org,1
JonesKaylee@Gazprom.org,0
AndersonFrancisco@Glencore.org,1
MorganDevin@CardinalHealth.org,1
ChavezOmar@Costco.org,0
MurphyLuis@Shell.org,1
ThompsonMarissa@BP.org,1
WhiteBreanna@TotalEnergies.org,1
KellyAmber@Glencore.org,1
MurphyAmelia@Cargill.org,1
RichardsonSerenity@SchwarzGruppe.org,1
MoralesAddison@Amazon.org,1
WalkerErin@Microsoft.org,1
WatsonBrady@PingAnInsurance.org,1
RobertsJuan@MarathonPetroleum.org,1
PatelAlicia@Sinochem.org,1
TaylorBrady@TotalEnergies.org,1
OrtizGabriela@ChinaConstructionBank.org,1
StewartIsabel@Toyota.org,1
AdamsJasmin@Cargill.org,1
CooperJillian@ChinaRailwayEngineeringCorporation.org,0
BennetLaura@ExxonMobil.org,1
WatsonClaire@ChinaPetrochemicalCorporation.org,1
RuizErick@Glencore.org,1
KimAriana@Glencore.org,1
RogersManuel@ChinaConstructionBank.org,1
RobinsonAlexandra@Walmart.org,1
NguyenRiley@IndustrialandCommercialBankofChina.org,1
WrightDaisy@Vitol.org,1
AllenJalen@BerkshireHathaway.org,1
HowardCaroline@SaudiAramco.org,1
WilliamsOmar@PingAnInsurance.org,0
TurnerMary@Foxconn.org,1
WalkerTrenton@BerkshireHathaway.org,1
MitchellBrittany@Phillips66.org,1
SandersJeremy@CardinalHealth.org,1
MartinMaxwell@IndustrialandCommercialBankofChina.org,1
WilsonBlake@AmerisourceBergen.org,1
HillOmar@Microsoft.org,1
JonesSadie@ChinaConstructionBank.org,1
EvansAmber@ExxonMobil.org,1
CastilloJordan@ChinaRailwayEngineeringCorporation.org,1
SanchezDanielle@Cigna.org,1
MillerNathan@Cigna.org,1
BennetPeter@Phillips66.org,1
ScottKayla@ExxonMobil.org,1
RiveraThomas@ChinaStateConstructionEngineering.org,1
NelsonAdrian@FordMotorCompany.org,1
YoungTrevor@CVSHealth.org,0
RichardsonEvelyn@SaudiAramco.org,0
KingSkylar@UnitedHealthGroup.org,0
HarrisAudrey@McKesson.org,1
RobinsonPeyton@MarathonPetroleum.org,1
WhiteCrystal@Sinochem.org,1
JamesMadeline@BerkshireHathaway.org,1
WardCole@Gazprom.org,1
HowardTiffany@Phillips66.org,1
PetersonMichael@BP.org,1
AllenLogan@ChinaPetrochemicalCorporation.org,1
ChavezDerek@SaudiAramco.org,1
WardKatie@Uniper.org,1
CastilloMya@Baowu.org,1
JacksonBryson@Costco.org,0
NelsonJenna@BP.org,1
RodriguezEmmanuel@StateGridCorporationofChina.org,1
TorresJasmine@ChinaConstructionBank.org,1
TorresWesley@ChinaRailwayEngineeringCorporation.org,1
StewartMadeline@Trafigura.org,1
MurphyKennedy@ChinaRailwayConstructionCorporation.org,1
ChavezFernando@Mercedes-BenzGroup.org,0
ThomasSerenity@Baowu.org,0
CastilloAlejandro@Amazon.org,0
HowardJohn@McKesson.org,1
BennetTiffany@ChinaNationalPetroleumCorporation.org,0
OrtizAndrew@FordMotorCompany.org,1
WilsonLillian@Trafigura.org,0
SmithKylee@ChinaPetrochemicalCorporation.org,0
GonzalesDakota@SamsungElectronics.org,1
ReedRichard@Toyota.org,1
CarterJavier@Apple.org,1
MartinezFaith@TotalEnergies.org,0
MillerAnna@ValeroEnergy.org,1
RiveraMolly@ChinaConstructionBank.org,1
HallAlex@Phillips66.org,1
PerezDanielle@Cargill.org,1
RobinsonCharles@ChinaRailwayConstructionCorporation.org,1
HernandezSierra@BerkshireHathaway.org,1
DiazLilly@Microsoft.org,1
PetersonVeronica@MarathonPetroleum.org,1
GonzalesCarson@Shell.org,1
RamosStephanie@Phillips66.org,1
BrownCharlotte@Stellantis.org,1
SmithCaitlin@FordMotorCompany.org,0
MyersBenjamin@Gazprom.org,1
PerezCarlos@SchwarzGruppe.org,1
CoxRyan@Gazprom.org,1
KingSean@ChinaPetrochemicalCorporation.org,1
RogersJenna@AmerisourceBergen.org,1
CarterTristan@Costco.org,1
MartinStephen@ExxonMobil.org,1
WilliamsJohn@Toyota.org,1
ReedMicah@Glencore.org,0
MartinezCaitlyn@Mercedes-BenzGroup.org,1
WalkerJessica@Alphabet.org,1
JamesJayla@Phillips66.org,1
HowardBrody@Alphabet.org,1
HughesGrant@UnitedHealthGroup.org,0
WoodJasmin@McKesson.org,1
RamosHope@ChinaPetrochemicalCorporation.org,1
PerezFaith@ExxonMobil.org,1
ClarkLeslie@Alphabet.org,0
StewartAutumn@McKesson.org,1
BrooksKennedy@FordMotorCompany.org,1
RobertsPreston@Shell.org,1
WrightKenneth@Trafigura.org,1
JimenezJaden@Walmart.org,1
KingMiguel@BerkshireHathaway.org,1
WoodGiselle@Mercedes-BenzGroup.org,1
CampbellGabriella@MarathonPetroleum.org,0
ParkerJulia@CVSHealth.org,1
CooperDiana@FordMotorCompany.org,1
HowardMiranda@ChinaRailwayConstructionCorporation.org,1
DiazDylan@ExxonMobil.org,0
GarciaTrenton@ChinaRailwayConstructionCorporation.org,1
RamirezDanielle@Glencore.org,1
MorganSkylar@Costco.org,1
DiazZoey@PingAnInsurance.org,1
JohnsonJeremiah@SamsungElectronics.org,1
FloresCharlotte@Alphabet.org,1
MendozaJada@Chevron.org,1
TorresNicholas@SaudiAramco.org,1
ParkerZoe@Cigna.org,1
KingAlexander@Vitol.org,1
WatsonJalen@StateGridCorporationofChina.org,1
PetersonCrystal@ExxonMobil.org,1
MendozaJennifer@ChinaConstructionBank.org,1
AlvarezCaden@CVSHealth.org,0
OrtizSeth@Shell.org,1
SmithJasmin@Foxconn.org,1
KellyEdwin@Microsoft.org,1
FosterAngelica@SamsungElectronics.org,1
RamirezMary@ChinaRailwayEngineeringCorporation.org,0
WoodSean@BP.org,1
WalkerJesse@IndustrialandCommercialBankofChina.org,1
PatelJeremy@SaudiAramco.org,1
SmithGeorge@McKesson.org,1
LongJose@ChinaNationalPetroleumCorporation.org,1
HowardJavier@McKesson.org,1
EvansJesse@Mercedes-BenzGroup.org,1
RamosJessica@McKesson.org,1
NelsonParker@AgriculturalBankofChina.org,1
PatelCaleb@Glencore.org,1
WilsonHailey@VolkswagenGroup.org,1
StewartLiam@Gazprom.org,1
CastilloJeremiah@UnitedHealthGroup.org,1
WrightAngel@CardinalHealth.org,1
PerezMario@Uniper.org,1
KingMya@UnitedHealthGroup.org,1
RuizBryan@ChinaNationalPetroleumCorporation.org,1
CollinsConnor@Cigna.org,1
MoralesCatherine@CVSHealth.org,1
AlvarezAdrian@ChinaNationalOffshoreOilCorporation.org,1
ReedJeffrey@Microsoft.org,1
RodriguezAnna@ChinaRailwayEngineeringCorporation.org,1
ChavezAlicia@FordMotorCompany.org,1
GomezDelaney@Cigna.org,1
JimenezIsaac@SamsungElectronics.org,1
MorganMaria@FordMotorCompany.org,1
BakerChristina@CardinalHealth.org,1
MartinezElias@ValeroEnergy.org,1
CastilloMelissa@ChinaRailwayConstructionCorporation.org,1
AllenAbby@MarathonPetroleum.org,1
AndersonMegan@BerkshireHathaway.org,0
MorrisJeremiah@ChinaStateConstructionEngineering.org,0
RamosLeah@Costco.org,1
ChavezCarlos@CVSHealth.org,1
MillerJesus@Microsoft.org,1
HillAntonio@Cigna.org,0
HernandezKaren@CVSHealth.org,1
YoungAustin@Cargill.org,0
EvansZoe@Alphabet.org,1
AllenTrevor@Sinochem.org,1
CastilloPreston@ChinaRailwayEngineeringCorporation.org,1
MooreGenesis@Gazprom.org,1
MoralesSophie@McKesson.org,0
CookJoshua@Mercedes-BenzGroup.org,1
GreenErik@Toyota.org,1
WilsonBrandon@AgriculturalBankofChina.org,1
ThompsonGarrett@Toyota.org,1
GomezCarlos@McKesson.org,1
FosterLaura@Stellantis.org,0
ThompsonMia@ExxonMobil.org,1
JohnsonJeremy@UnitedHealthGroup.org,1
RichardsonLeonardo@UnitedHealthGroup.org,1
OrtizSamuel@Apple.org,1
PetersonAlana@Gazprom.org,1
GrayCesar@Vitol.org,1
OrtizKimberly@Alphabet.org,1
JonesLandon@Alphabet.org,1
GutierrezErick@AmerisourceBergen.org,0
AllenJake@ChinaNationalPetroleumCorporation.org,1
OrtizAngela@MitsubishiGroup.org,0
MorrisJade@Walmart.org,0
LewisMadison@StateGridCorporationofChina.org,1
WhiteSophia@Costco.org,0
YoungEmmanuel@MitsubishiGroup.org,1
GonzalesGiovanni@Walmart.org,1
LewisConner@Shell.org,1
MartinezRicardo@ValeroEnergy.org,0
SmithJayla@Phillips66.org,1
MendozaDaisy@UnitedHealthGroup.org,1
PatelEdward@Alphabet.org,1
MartinezAdrianna@UnitedHealthGroup.org,1
KingJuan@UnitedHealthGroup.org,1
WhiteMelanie@Walmart.org,1
RogersLydia@Toyota.org,0
CruzWilliam@CardinalHealth.org,1
JamesEdward@BP.org,1
BennetJared@Glencore.org,1
HernandezGenesis@Phillips66.org,1
RodriguezMia@BerkshireHathaway.org,1
HowardAaliyah@Cargill.org,0
TurnerWyatt@SaudiAramco.org,0
JacksonRobert@ValeroEnergy.org,1
MendozaJayden@Apple.org,1
GonzalesSamantha@Apple.org,0
MartinMario@Glencore.org,1
BaileyAmelia@Glencore.org,1
AdamsMarco@Toyota.org,1
CookMark@Gazprom.org,1
JimenezJason@Trafigura.org,0
KimJasmine@Baowu.org,1
